  @RELATION examen

@ATTRIBUTE pregunta1 string
@ATTRIBUTE pregunta2 string
@ATTRIBUTE pregunta3 string
@ATTRIBUTE pregunta4 string
@ATTRIBUTE pregunta5 string
@ATTRIBUTE pregunta6 string
@ATTRIBUTE tipo {HUM,NUM,LOC}
@ATTRIBUTE subTipo {ind,date,ord,state,other,count,country,city,mount,money,period,volsize,temp,dist,weight,perc,speed,code}

@DATA
 'who','famous', 'who famous' ,'sister','famous sister','who sister' ,HUM,ind 
 'which','german', 'which german' ,'president','german president','which president' ,HUM,ind 
 'how','people', 'how people' ,'killed','people killed','how killed' ,NUM,count 
 'what','largest', 'what largest' ,'city','largest city','what city' ,LOC,city 
 'where','thomas', 'where thomas' ,'edison','thomas edison','where edison' ,LOC,other 
 'what','minimum', 'what minimum' ,'wage','minimum wage','what wage' ,NUM,money 
 'what','highest', 'what highest' ,'mountain','highest mountain','what mountain' ,LOC,mount 
 'what','mountain', 'what mountain' ,'range','mountain range','what range' ,LOC,mount 
 'how','types', 'how types' ,'lemurs','types lemurs','how lemurs' ,NUM,count 
 'what','famous', 'what famous' ,'coach','famous coach','what coach' ,HUM,ind 
 'what','onetime', 'what onetime' ,'member','onetime member','what member' ,HUM,ind 
 'how','claws', 'how claws' ,'lobster','claws lobster','how lobster' ,NUM,count 
 'who','darth', 'who darth' ,'vader','darth vader','who vader' ,HUM,ind 
 'who','invented', 'who invented' ,'process','invented process','who process' ,HUM,ind 
 'what','largest', 'what largest' ,'city','largest city','what city' ,LOC,city 
 'what','population', 'what population' ,'united','population united','what united' ,NUM,other 
 'what','actor', 'what actor' ,'actress','actor actress','what actress' ,HUM,ind 
 'where','i', 'where i' ,'free','i free','where free' ,LOC,other 
 'when','did', 'when did' ,'american','did american','when american' ,NUM,date 
 'what','country', 'what country' ,'largest','country largest','what largest' ,LOC,country 
 'how','long', 'how long' ,'does','long does','how does' ,NUM,period 
 'who','protects', 'who protects' ,'dc','protects dc','who dc' ,HUM,ind 
 'when','did', 'when did' ,'vesuvius','did vesuvius','when vesuvius' ,NUM,date 
 'when','did', 'when did' ,'supercontinent','did supercontinent','when supercontinent' ,NUM,date 
 'who','created', 'who created' ,'harry','created harry','who harry' ,HUM,ind 
 'who','president', 'who president' ,'cleveland','president cleveland','who cleveland' ,HUM,ind 
 'what','is', 'what is' ,'capital','is capital','what capital' ,LOC,city 
 'what','englishmen', 'what englishmen' ,'weigh','englishmen weigh','what weigh' ,NUM,weight 
 'how','big', 'how big' ,'electoral','big electoral','how electoral' ,NUM,volsize 
 'who','invented', 'who invented' ,'moog','invented moog','who moog' ,HUM,ind 
 'who','makes', 'who makes' ,'the','makes the','who the' ,HUM,ind 
 'how','long', 'how long' ,'does','long does','how does' ,NUM,period 
 'what','state', 'what state' ,'filenes','state filenes','what filenes' ,LOC,state 
 'what','starting', 'what starting' ,'salary','starting salary','what salary' ,NUM,money 
 'what','dolly', 'what dolly' ,'parton','dolly parton','what parton' ,HUM,ind 
 'where','official', 'where official' ,'','official ','where ' ,LOC,other 
 'whose','old', 'whose old' ,'london','old london','whose london' ,HUM,ind 
 'who','wrote', 'who wrote' ,'lyrics','wrote lyrics','who lyrics' ,HUM,ind 
 'what','chapter', 'what chapter' ,'gone','chapter gone','what gone' ,NUM,ord 
 'how','american', 'how american' ,'actors','american actors','how actors' ,NUM,count 
 'when','did', 'when did' ,'lucelly','did lucelly','when lucelly' ,NUM,date 
 'how','long', 'how long' ,'longest','long longest','how longest' ,NUM,period 
 'what','seafaring', 'what seafaring' ,'southern','seafaring southern','what southern' ,LOC,other 
 'what','new', 'what new' ,'york','new york','what york' ,HUM,ind 
 'when','did', 'when did' ,'nixon','did nixon','when nixon' ,NUM,date 
 'what','is', 'what is' ,'month','is month','what month' ,NUM,date 
 'what','country', 'what country' ,'owns','country owns','what owns' ,LOC,country 
 'how','queen', 'how queen' ,'bees','queen bees','how bees' ,NUM,count 
 'where','i', 'where i' ,'world','i world','where world' ,LOC,other 
 'what','chapter', 'what chapter' ,'bible','chapter bible','what bible' ,NUM,ord 
 'what','ocean', 'what ocean' ,'did','ocean did','what did' ,LOC,other 
 'what','year', 'what year' ,'wall','year wall','what wall' ,NUM,date 
 'king','henry', 'king henry' ,'viii','henry viii','king viii' ,HUM,ind 
 'what','southwestern', 'what southwestern' ,'state','southwestern state','what state' ,LOC,state 
 'what','country', 'what country' ,'did','country did','what did' ,LOC,country 
 'what','famed', 'what famed' ,'river','famed river','what river' ,LOC,other 
 'when','christ', 'when christ' ,'born','christ born','when born' ,NUM,date 
 'where','quality', 'where quality' ,'drinks','quality drinks','where drinks' ,LOC,other 
 'who','french', 'who french' ,'literary','french literary','who literary' ,HUM,ind 
 'what','country', 'what country' ,'surrounds','country surrounds','what surrounds' ,LOC,country 
 'who','killed', 'who killed' ,'martin','killed martin','who martin' ,HUM,ind 
 'who','owns', 'who owns' ,'rights','owns rights','who rights' ,HUM,ind 
 'who','invented', 'who invented' ,'astroturf','invented astroturf','who astroturf' ,HUM,ind 
 'what','season', 'what season' ,'does','season does','what does' ,NUM,date 
 'what','direction', 'what direction' ,'best','direction best','what best' ,LOC,other 
 'what','world', 'what world' ,'record','world record','what record' ,NUM,dist 
 'what','democratic', 'what democratic' ,'prankster','democratic prankster','what prankster' ,HUM,ind 
 'what','california', 'what california' ,'bay','california bay','what bay' ,LOC,other 
 'what','african', 'what african' ,'leader','african leader','what leader' ,HUM,ind 
 'what','california', 'what california' ,'bridge','california bridge','what bridge' ,LOC,other 
 'how','does', 'how does' ,'ton','does ton','how ton' ,NUM,money 
 'what','2th-century', 'what 2th-century' ,'american','2th-century american','what american' ,HUM,ind 
 'where','oldest', 'where oldest' ,'living','oldest living','where living' ,LOC,other 
 'who','stopped', 'who stopped' ,'making','stopped making','who making' ,HUM,ind 
 'what','journalist', 'what journalist' ,'walden','journalist walden','what walden' ,HUM,ind 
 'how','sides', 'how sides' ,'does','sides does','how does' ,NUM,count 
 'what','woman', 'what woman' ,'pitcher','woman pitcher','what pitcher' ,HUM,ind 
 'what','year', 'what year' ,'cannon','year cannon','what cannon' ,NUM,date 
 'how','languages', 'how languages' ,'does','languages does','how does' ,NUM,count 
 'what','bay', 'what bay' ,'divides','bay divides','what divides' ,LOC,other 
 'what','real', 'what real' ,'singer','real singer','what singer' ,HUM,ind 
 'what','frenchman', 'what frenchman' ,'claimed','frenchman claimed','what claimed' ,HUM,ind 
 'who','woman', 'who woman' ,'space','woman space','who space' ,HUM,ind 
 'who','discovered', 'who discovered' ,'imaginary','discovered imaginary','who imaginary' ,HUM,ind 
 'who','does', 'who does' ,'voices','does voices','who voices' ,HUM,ind 
 'how','feet', 'how feet' ,'high','feet high','how high' ,NUM,count 
 'how','calories', 'how calories' ,'glass','calories glass','how glass' ,NUM,count 
 'who','richest', 'who richest' ,'person','richest person','who person' ,HUM,ind 
 'what','chemical', 'what chemical' ,'reactivity','chemical reactivity','what reactivity' ,NUM,other 
 'where','i', 'where i' ,'info','i info','where info' ,LOC,other 
 'what','georgia', 'what georgia' ,'town','georgia town','what town' ,LOC,city 
 'how','countries', 'how countries' ,'watch','countries watch','how watch' ,NUM,count 
 'what','airport', 'what airport' ,'code','airport code','what code' ,NUM,code 
 'where','did', 'where did' ,'real','did real','where real' ,LOC,other 
 'how','eyes', 'how eyes' ,'does','eyes does','how does' ,NUM,count 
 'who','second', 'who second' ,'man','second man','who man' ,HUM,ind 
 'where','did', 'where did' ,'dikembe','did dikembe','where dikembe' ,LOC,other 
 'what','author', 'what author' ,'appointed','author appointed','what appointed' ,HUM,ind 
 'what','body', 'what body' ,'water','body water','what water' ,LOC,other 
 'who','westview', 'who westview' ,'high','westview high','who high' ,HUM,ind 
 'what','mark', 'what mark' ,'mcgwire','mark mcgwire','what mcgwire' ,LOC,other 
 'how','maids', 'how maids' ,'milking','maids milking','how milking' ,NUM,count 
 'kentucky','horse', 'kentucky horse' ,'park','horse park','kentucky park' ,LOC,city 
 'what','geological', 'what geological' ,'time','geological time','what time' ,NUM,date 
 'where','massive', 'where massive' ,'north','massive north','where north' ,LOC,other 
 'where','microsoft', 'where microsoft' ,'is','microsoft is','where is' ,LOC,other 
 'when','china', 'when china' ,'is','china is','when is' ,NUM,date 
 'what','singer', 'what singer' ,'is','singer is','what is' ,HUM,ind 
 'how','person', 'how person' ,'fined','person fined','how fined' ,NUM,money 
 'what','asian', 'what asian' ,'gulf','asian gulf','what gulf' ,LOC,other 
 'what','mao', 'what mao' ,'','mao ','what ' ,HUM,ind 
 'when','dick', 'when dick' ,'clark','dick clark','when clark' ,NUM,date 
 'who','director', 'who director' ,'international','director international','who international' ,HUM,ind 
 'what','character', 'what character' ,'narrates','character narrates','what narrates' ,HUM,ind 
 'who','starred', 'who starred' ,'charlie','starred charlie','who charlie' ,HUM,ind 
 'what','seven', 'what seven' ,'digits','seven digits','what digits' ,NUM,code 
 'what','catch-22', 'what catch-22' ,'character','catch-22 character','what character' ,HUM,ind 
 'whom','does', 'whom does' ,'uncle','does uncle','whom uncle' ,HUM,ind 
 'when','called', 'when called' ,'surrender','called surrender','when surrender' ,HUM,ind 
 'when','bar-code', 'when bar-code' ,'invented','bar-code invented','when invented' ,NUM,date 
 'what','relative', 'what relative' ,'leo','relative leo','what leo' ,HUM,ind 
 'how','cards', 'how cards' ,'player','cards player','how player' ,NUM,count 
 'who','second', 'who second' ,'person','second person','who person' ,HUM,ind 
 'who','director', 'who director' ,'editor','director editor','who editor' ,HUM,ind 
 'what','homelite', 'what homelite' ,'inc','homelite inc','what inc' ,LOC,other 
 'how','old', 'how old' ,'stevie','old stevie','how stevie' ,NUM,period 
 'who','won', 'who won' ,'gold','won gold','who gold' ,HUM,ind 
 'what','year', 'what year' ,'avery','year avery','what avery' ,NUM,date 
 'where','does', 'where does' ,'us','does us','where us' ,NUM,ord 
 'what','names', 'what names' ,'seas','names seas','what seas' ,LOC,other 
 'what','island', 'what island' ,'home','island home','what home' ,LOC,other 
 'where','pythagoras', 'where pythagoras' ,'born','pythagoras born','where born' ,LOC,other 
 'what','price', 'what price' ,'aaa','price aaa','what aaa' ,NUM,money 
 'who','richest', 'who richest' ,'people','richest people','who people' ,HUM,ind 
 'who','leader', 'who leader' ,'brunei','leader brunei','who brunei' ,HUM,ind 
 'what','capital', 'what capital' ,'italy','capital italy','what italy' ,LOC,city 
 'what','greatest', 'what greatest' ,'hiking','greatest hiking','what hiking' ,LOC,other 
 'what','population', 'what population' ,'arcadia','population arcadia','what arcadia' ,NUM,count 
 'who','head', 'who head' ,'writers','head writers','who writers' ,HUM,ind 
 'who','portrayed', 'who portrayed' ,'prewett','portrayed prewett','who prewett' ,HUM,ind 
 'how','people', 'how people' ,'live','people live','how live' ,NUM,count 
 'how','high', 'how high' ,'mountain','high mountain','how mountain' ,NUM,dist 
 'what','scottish', 'what scottish' ,'poet','scottish poet','what poet' ,HUM,ind 
 'what','inventor', 'what inventor' ,'silly','inventor silly','what silly' ,HUM,ind 
 'what','ocean', 'what ocean' ,'surrounds','ocean surrounds','what surrounds' ,LOC,other 
 'what','famous', 'what famous' ,'communist','famous communist','what communist' ,HUM,ind 
 'what','capital', 'what capital' ,'cities','capital cities','what cities' ,LOC,city 
 'how','mines', 'how mines' ,'falklands','mines falklands','how falklands' ,NUM,count 
 'how','gallons', 'how gallons' ,'water','gallons water','how water' ,NUM,count 
 'who','woman', 'who woman' ,'run','woman run','who run' ,HUM,ind 
 'how','copies', 'how copies' ,'album','copies album','how album' ,NUM,count 
 'who','awarded', 'who awarded' ,'flying','awarded flying','who flying' ,HUM,ind 
 'sinclair','lewis', 'sinclair lewis' ,'','lewis ','sinclair ' ,LOC,city 
 'what','largest', 'what largest' ,'city','largest city','what city' ,LOC,city 
 'what','future', 'what future' ,'deer','future deer','what deer' ,HUM,ind 
 'where','i', 'where i' ,'map','i map','where map' ,LOC,other 
 'what','richest', 'what richest' ,'countries','richest countries','what countries' ,LOC,country 
 'where','mccarren', 'where mccarren' ,'airport','mccarren airport','where airport' ,LOC,other 
 'what','boy', 'what boy' ,'names','boy names','what names' ,HUM,ind 
 'how','tiles', 'how tiles' ,'did','tiles did','how did' ,NUM,count 
 'how','teaspoons', 'how teaspoons' ,'make','teaspoons make','how make' ,NUM,count 
 'who','lyricist', 'who lyricist' ,'who','lyricist who','who who' ,HUM,ind 
 'who','lawyer', 'who lawyer' ,'randy','lawyer randy','who randy' ,HUM,ind 
 'who','3rd', 'who 3rd' ,'president','3rd president','who president' ,HUM,ind 
 'dick','tracy', 'dick tracy' ,'is','tracy is','dick is' ,HUM,ind 
 'what','fraction', 'what fraction' ,'beaver','fraction beaver','what beaver' ,NUM,perc 
 'how','gas', 'how gas' ,'taxed','gas taxed','how taxed' ,NUM,money 
 'who','gave', 'who gave' ,'king','gave king','who king' ,HUM,ind 
 'what','state', 'what state' ,'united','state united','what united' ,LOC,state 
 'who','president', 'who president' ,'us','president us','who us' ,HUM,ind 
 'who','wrote', 'who wrote' ,'','wrote ','who ' ,HUM,ind 
 'who','did', 'who did' ,'sara','did sara','who sara' ,HUM,ind 
 'how','dots', 'how dots' ,'make','dots make','how make' ,NUM,count 
 'which','king', 'which king' ,'signed','king signed','which signed' ,HUM,ind 
 'child','left', 'child left' ,'doorstep','left doorstep','child doorstep' ,HUM,ind 
 'how','zip', 'how zip' ,'codes','zip codes','how codes' ,NUM,count 
 'how','long', 'how long' ,'does','long does','how does' ,NUM,period 
 'how','people', 'how people' ,'pets','people pets','how pets' ,NUM,count 
 'what','web', 'what web' ,'sites','web sites','what sites' ,LOC,other 
 'how','long', 'how long' ,'does','long does','how does' ,NUM,period 
 'how','colors', 'how colors' ,'rainbow','colors rainbow','how rainbow' ,NUM,count 
 'what','darth', 'what darth' ,'vader','darth vader','what vader' ,HUM,ind 
 'what','british', 'what british' ,'female','british female','what female' ,HUM,ind 
 'where','mccarren', 'where mccarren' ,'airport','mccarren airport','where airport' ,LOC,other 
 'what','part', 'what part' ,'britain','part britain','what britain' ,LOC,other 
 'how','marx', 'how marx' ,'brothers','marx brothers','how brothers' ,NUM,count 
 'how','tall', 'how tall' ,'matterhorn','tall matterhorn','how matterhorn' ,NUM,dist 
 'what','country', 'what country' ,'proud','country proud','what proud' ,LOC,country 
 'when','babe', 'when babe' ,'ruth','babe ruth','when ruth' ,NUM,date 
 'who','portrayed', 'who portrayed' ,'field','portrayed field','who field' ,HUM,ind 
 'what','direction', 'what direction' ,'baseball','direction baseball','what baseball' ,LOC,other 
 'how','beanie', 'how beanie' ,'baby','beanie baby','how baby' ,NUM,count 
 'where','diamonds', 'where diamonds' ,'mined','diamonds mined','where mined' ,LOC,other 
 'how','money', 'how money' ,'did','money did','how did' ,NUM,money 
 'who','makes', 'who makes' ,'the','makes the','who the' ,HUM,ind 
 'who','archie', 'who archie' ,'bunker','archie bunker','who bunker' ,HUM,ind 
 'what','president', 'what president' ,'chief','president chief','what chief' ,HUM,ind 
 'how','innings', 'how innings' ,'constitute','innings constitute','how constitute' ,NUM,count 
 'what','city', 'what city' ,'newspaper','city newspaper','what newspaper' ,LOC,city 
 'what','us', 'what us' ,'state','us state','what state' ,LOC,state 
 'how','flavors', 'how flavors' ,'does','flavors does','how does' ,NUM,count 
 'who','chief', 'who chief' ,'engineer','chief engineer','who engineer' ,HUM,ind 
 'what','mayor', 'what mayor' ,'tv','mayor tv','what tv' ,HUM,ind 
 'how','miles', 'how miles' ,'k','miles k','how k' ,NUM,count 
 'when','beethoven', 'when beethoven' ,'born','beethoven born','when born' ,NUM,date 
 'who','sexy', 'who sexy' ,'celebrity','sexy celebrity','who celebrity' ,HUM,ind 
 'what','detective', 'what detective' ,'lives','detective lives','what lives' ,HUM,ind 
 'where','did', 'where did' ,'ukulele','did ukulele','where ukulele' ,LOC,other 
 'rotary','engines', 'rotary engines' ,'used','engines used','rotary used' ,HUM,ind 
 'who','portrayed', 'who portrayed' ,'title','portrayed title','who title' ,HUM,ind 
 'what','gulf', 'what gulf' ,'sweden','gulf sweden','what sweden' ,LOC,other 
 'who','x-man', 'who x-man' ,'die','x-man die','who die' ,HUM,ind 
 'who','president', 'who president' ,'ghana','president ghana','who ghana' ,HUM,ind 
 'what','countries', 'what countries' ,'andorra','countries andorra','what andorra' ,LOC,country 
 'how','long', 'how long' ,'ago','long ago','how ago' ,NUM,period 
 'what','largest', 'what largest' ,'mountain','largest mountain','what mountain' ,LOC,mount 
 'what','size', 'what size' ,'student','size student','what student' ,NUM,other 
 'who','starred', 'who starred' ,'movie','starred movie','who movie' ,HUM,ind 
 'how','different', 'how different' ,'kinds','different kinds','how kinds' ,NUM,count 
 'what','actor', 'what actor' ,'','actor ','what ' ,HUM,ind 
 'what','homelite', 'what homelite' ,'inc','homelite inc','what inc' ,LOC,other 
 'what','columbia', 'what columbia' ,'tristar','columbia tristar','what tristar' ,NUM,code 
 'where','tesla', 'where tesla' ,'born','tesla born','where born' ,LOC,other 
 'who','shot', 'who shot' ,'lee','shot lee','who lee' ,HUM,ind 
 'when','did', 'when did' ,'jaco','did jaco','when jaco' ,NUM,date 
 'what','is', 'what is' ,'common','is common','what common' ,LOC,other 
 'what','5', 'what 5' ,'tallest','5 tallest','what tallest' ,LOC,other 
 'who','portrayed', 'who portrayed' ,'renaud','portrayed renaud','who renaud' ,HUM,ind 
 'what','country', 'what country' ,'problems','country problems','what problems' ,LOC,country 
 'what','planet', 'what planet' ,'did','planet did','what did' ,LOC,other 
 'how','brain', 'how brain' ,'cells','brain cells','how cells' ,NUM,count 
 'how','did', 'how did' ,'mercury','did mercury','how mercury' ,NUM,money 
 'what','country', 'what country' ,'contains','country contains','what contains' ,LOC,country 
 'what','is', 'what is' ,'american','is american','what american' ,NUM,count 
 'what','year', 'what year' ,'did','year did','what did' ,NUM,date 
 'when','did', 'when did' ,'americans','did americans','when americans' ,NUM,date 
 'what','famed', 'what famed' ,'clown','famed clown','what clown' ,HUM,ind 
 'how','people', 'how people' ,'died','people died','how died' ,NUM,count 
 'what','southern', 'what southern' ,'california','southern california','what california' ,LOC,city 
 'how','colors', 'how colors' ,'rainbow','colors rainbow','how rainbow' ,NUM,count 
 'what','habitat', 'what habitat' ,'chickadee','habitat chickadee','what chickadee' ,LOC,other 
 'what','city', 'what city' ,'is','city is','what is' ,LOC,city 
 'what','average', 'what average' ,'salary','average salary','what salary' ,NUM,money 
 'where','largest', 'where largest' ,'post','largest post','where post' ,LOC,other 
 'who','currently', 'who currently' ,'popular','currently popular','who popular' ,HUM,ind 
 'how','endangered', 'how endangered' ,'species','endangered species','how species' ,NUM,count 
 'which','large', 'which large' ,'us','large us','which us' ,LOC,city 
 'who','bandleader', 'who bandleader' ,'mentor','bandleader mentor','who mentor' ,HUM,ind 
 'who','invented', 'who invented' ,'basketball','invented basketball','who basketball' ,HUM,ind 
 'when','major', 'when major' ,'eruption','major eruption','when eruption' ,NUM,date 
 'what','hockey', 'what hockey' ,'player','hockey player','what player' ,HUM,ind 
 'what','president', 'what president' ,'buried','president buried','what buried' ,HUM,ind 
 'how','did', 'how did' ,'barbie','did barbie','how barbie' ,NUM,money 
 'what','country', 'what country' ,'general','country general','what general' ,LOC,country 
 'what','latitude', 'what latitude' ,'longitude','latitude longitude','what longitude' ,NUM,other 
 'how','head', 'how head' ,'injuries','head injuries','how injuries' ,NUM,count 
 'normal','human', 'normal human' ,'pregnancy','human pregnancy','normal pregnancy' ,NUM,count 
 'who','domesticated', 'who domesticated' ,'wild','domesticated wild','who wild' ,HUM,ind 
 'what','country', 'what country' ,'does','country does','what does' ,LOC,country 
 'what','european', 'what european' ,'countries','european countries','what countries' ,LOC,country 
 'what','helicopter', 'what helicopter' ,'pilot','helicopter pilot','what pilot' ,HUM,ind 
 'designer','shoe', 'designer shoe' ,'spawned','shoe spawned','designer spawned' ,HUM,ind 
 'who','olive', 'who olive' ,'oyl','olive oyl','who oyl' ,HUM,ind 
 'what','king', 'what king' ,'boycotted','king boycotted','what boycotted' ,HUM,ind 
 'what','nickname', 'what nickname' ,'model','nickname model','what model' ,HUM,ind 
 'where','taj', 'where taj' ,'mahal','taj mahal','where mahal' ,LOC,other 
 '139','papal', '139 papal' ,'court','papal court','139 court' ,LOC,other 
 'what','day', 'what day' ,'week','day week','what week' ,NUM,date 
 'what','capital', 'what capital' ,'built','capital built','what built' ,LOC,city 
 'how','them', 'how them' ,'sub-saharan','them sub-saharan','how sub-saharan' ,NUM,count 
 'what','famed', 'what famed' ,'wall','famed wall','what wall' ,LOC,other 
 'who','portrayed', 'who portrayed' ,'fatman','portrayed fatman','who fatman' ,HUM,ind 
 'where','good', 'where good' ,'science','good science','where science' ,LOC,other 
 'what','woman', 'what woman' ,'time','woman time','what time' ,HUM,ind 
 'who','wrote', 'who wrote' ,'ugly','wrote ugly','who ugly' ,HUM,ind 
 'who','designed', 'who designed' ,'london','designed london','who london' ,HUM,ind 
 'how','miles', 'how miles' ,'tel','miles tel','how tel' ,NUM,count 
 'how','flavors', 'how flavors' ,'ice','flavors ice','how ice' ,NUM,count 
 'where','busiest', 'where busiest' ,'amtrak','busiest amtrak','where amtrak' ,LOC,other 
 'how','freckles', 'how freckles' ,'does','freckles does','how does' ,NUM,count 
 'who','considered', 'who considered' ,'father','considered father','who father' ,HUM,ind 
 'how','tall', 'how tall' ,'animated','tall animated','how animated' ,NUM,dist 
 'what','population', 'what population' ,'japan','population japan','what japan' ,NUM,other 
 'where','largest', 'where largest' ,'concentration','largest concentration','where concentration' ,LOC,other 
 'how','did', 'how did' ,'alaska','did alaska','how alaska' ,NUM,money 
 'how','events', 'how events' ,'make','events make','how make' ,NUM,count 
 'what','bodies', 'what bodies' ,'visited','bodies visited','what visited' ,LOC,other 
 'who','succeeded', 'who succeeded' ,'nikita','succeeded nikita','who nikita' ,HUM,ind 
 'who','chosen', 'who chosen' ,'black','chosen black','who black' ,HUM,ind 
 'lady','great', 'lady great' ,'gatsby','great gatsby','lady gatsby' ,HUM,ind 
 'how','bails', 'how bails' ,'cricket','bails cricket','how cricket' ,NUM,count 
 'what','city', 'what city' ,'martin','city martin','what martin' ,LOC,city 
 'what','celebrity', 'what celebrity' ,'couple','celebrity couple','what couple' ,HUM,ind 
 'where','is', 'where is' ,'bernini-bristol','is bernini-bristol','where bernini-bristol' ,LOC,other 
 'who','said', 'who said' ,'','said ','who ' ,HUM,ind 
 'what','capital', 'what capital' ,'kosovo','capital kosovo','what kosovo' ,LOC,city 
 'how','letters', 'how letters' ,'appear','letters appear','how appear' ,NUM,count 
 'what','cities', 'what cities' ,'population','cities population','what population' ,LOC,city 
 'what','minimum', 'what minimum' ,'wage','minimum wage','what wage' ,NUM,money 
 'what','country', 'what country' ,'biggest','country biggest','what biggest' ,LOC,country 
 'when','jimmy', 'when jimmy' ,'buffett','jimmy buffett','when buffett' ,NUM,date 
 'what','european', 'what european' ,'country','european country','what country' ,LOC,country 
 'who','1st', 'who 1st' ,'us','1st us','who us' ,HUM,ind 
 'how','did', 'how did' ,'varian','did varian','how varian' ,NUM,money 
 'how','people', 'how people' ,'hike','people hike','how hike' ,NUM,count 
 'who','played', 'who played' ,'maria','played maria','who maria' ,HUM,ind 
 'who','bestowed', 'who bestowed' ,'great','bestowed great','who great' ,HUM,ind 
 'what','nationality', 'what nationality' ,'sicilian','nationality sicilian','what sicilian' ,LOC,country 
 'what','common', 'what common' ,'boy','common boy','what boy' ,HUM,ind 
 'who','accused', 'who accused' ,'trial','accused trial','who trial' ,HUM,ind 
 'what','oldest', 'what oldest' ,'building','oldest building','what building' ,LOC,other 
 'how','people', 'how people' ,'died','people died','how died' ,NUM,count 
 'what','president', 'what president' ,'nixon','president nixon','what nixon' ,NUM,date 
 'how','people', 'how people' ,'died','people died','how died' ,NUM,count 
 'what','year', 'what year' ,'did','year did','what did' ,NUM,date 
 'when','ussr', 'when ussr' ,'dissolved','ussr dissolved','when dissolved' ,NUM,date 
 'what','japanese', 'what japanese' ,'city','japanese city','what city' ,LOC,city 
 'who','did', 'who did' ,'seven','did seven','who seven' ,HUM,ind 
 'what','is', 'what is' ,'actress','is actress','what actress' ,HUM,ind 
 'where','one', 'where one' ,'is','one is','where is' ,LOC,other 
 'who','did', 'who did' ,'napolean','did napolean','who napolean' ,HUM,ind 
 'what','british', 'what british' ,'prime','british prime','what prime' ,HUM,ind 
 'how','objects', 'how objects' ,'orbit','objects orbit','how orbit' ,NUM,count 
 'what','is', 'what is' ,'oldest','is oldest','what oldest' ,LOC,city 
 'what','location', 'what location' ,'edinburgh','location edinburgh','what edinburgh' ,LOC,other 
 'how','muscles', 'how muscles' ,'does','muscles does','how does' ,NUM,count 
 'how','long', 'how long' ,'you','long you','how you' ,NUM,period 
 'what','titanic', 'what titanic' ,'is','titanic is','what is' ,HUM,ind 
 'heroine','in', 'heroine in' ,'','in ','heroine ' ,HUM,ind 
 'how','big', 'how big' ,'chappellet','big chappellet','how chappellet' ,NUM,volsize 
 'jackson','pollock', 'jackson pollock' ,'native','pollock native','jackson native' ,LOC,country 
 'who','wrote', 'who wrote' ,'godfather','wrote godfather','who godfather' ,HUM,ind 
 'what','frequency', 'what frequency' ,'vhf','frequency vhf','what vhf' ,NUM,other 
 'what','island', 'what island' ,'target','island target','what target' ,LOC,other 
 'which','following', 'which following' ,'tv','following tv','which tv' ,HUM,ind 
 'what','six-foot', 'what six-foot' ,'temperance','six-foot temperance','what temperance' ,HUM,ind 
 'how','islands', 'how islands' ,'does','islands does','how does' ,NUM,count 
 'who','invented', 'who invented' ,'volleyball','invented volleyball','who volleyball' ,HUM,ind 
 'what','is', 'what is' ,'powerful','is powerful','what powerful' ,LOC,country 
 'who','led', 'who led' ,'normans','led normans','who normans' ,HUM,ind 
 'what','percentage', 'what percentage' ,'world','percentage world','what world' ,NUM,perc 
 'what','is', 'what is' ,'star','is star','what star' ,HUM,ind 
 'who','invented', 'who invented' ,'horoscope','invented horoscope','who horoscope' ,HUM,ind 
 'what','king', 'what king' ,'forced','king forced','what forced' ,HUM,ind 
 'how','electoral', 'how electoral' ,'college','electoral college','how college' ,NUM,count 
 'what','babe', 'what babe' ,'ruth','babe ruth','what ruth' ,HUM,ind 
 'how','bottles', 'how bottles' ,'wine','bottles wine','how wine' ,NUM,count 
 'where','lobsters', 'where lobsters' ,'like','lobsters like','where like' ,LOC,other 
 'who','elected', 'who elected' ,'mayor','elected mayor','who mayor' ,HUM,ind 
 'when','big', 'when big' ,'thompson','big thompson','when thompson' ,NUM,date 
 'who','wrote', 'who wrote' ,'sci-fi','wrote sci-fi','who sci-fi' ,HUM,ind 
 'how','hours', 'how hours' ,'work','hours work','how work' ,NUM,count 
 'what','alice', 'what alice' ,'cooper','alice cooper','what cooper' ,HUM,ind 
 'what','cities', 'what cities' ,'usually','cities usually','what usually' ,LOC,city 
 'how','times', 'how times' ,'does','times does','how does' ,NUM,count 
 'who','invented', 'who invented' ,'television','invented television','who television' ,HUM,ind 
 'person','who', 'person who' ,'burst','who burst','person burst' ,HUM,ind 
 'what','us', 'what us' ,'vice-president','us vice-president','what vice-president' ,HUM,ind 
 'what','is', 'what is' ,'fahrenheit','is fahrenheit','what fahrenheit' ,NUM,temp 
 'how','muscles', 'how muscles' ,'does','muscles does','how does' ,NUM,count 
 'who','wrote', 'who wrote' ,'','wrote ','who ' ,HUM,ind 
 'where','i', 'where i' ,'information','i information','where information' ,LOC,other 
 'what','louisiana', 'what louisiana' ,'senator','louisiana senator','what senator' ,HUM,ind 
 'who','won', 'who won' ,'oscars','won oscars','who oscars' ,HUM,ind 
 'what','writer', 'what writer' ,'famous','writer famous','what famous' ,HUM,ind 
 'who','is', 'who is' ,'lead','is lead','who lead' ,HUM,ind 
