 @RELATION examen

@ATTRIBUTE pregunta1 string
@ATTRIBUTE pregunta2 string
@ATTRIBUTE pregunta3 string
@ATTRIBUTE pregunta4 string
@ATTRIBUTE pregunta5 string
@ATTRIBUTE pregunta6 string
@ATTRIBUTE tipo {HUM,NUM,LOC}
@ATTRIBUTE subTipo {ind,date,ord,state,other,count,country,city,mount,money,period,volsize,temp,dist,weight,perc,speed,code}

@DATA
 'long','longest', 'long longest' ,'sneezing','longest sneezing','long sneezing' , NUM, period 
 'seafaring','southern', 'seafaring southern' ,'tip','southern tip','seafaring tip' , LOC, other 
 'new','york', 'new york' ,'yankee','york yankee','new yankee' , HUM, ind 
 'did','nixon', 'did nixon' ,'visit','nixon visit','did visit' , NUM, date 
 'what','is', 'what is' ,'month','is month','what month' , NUM, date 
 'country','owns', 'country owns' ,'corsica','owns corsica','country corsica' , LOC, country 
 'queen','bees', 'queen bees' ,'reign','bees reign','queen reign' , NUM, count 
 'i','world', 'i world' ,'atlas','world atlas','i atlas' , LOC, other 
 'chapter','bible', 'chapter bible' ,'verses','bible verses','chapter verses' , NUM, ord 
 'ocean','did', 'ocean did' ,'titanic','did titanic','ocean titanic' , LOC, other 
 'year','wall', 'year wall' ,'built','wall built','year built' , NUM, date 
 'king','henry', 'king henry' ,'viii','henry viii','king viii' , HUM, ind 
 'southwestern','state', 'southwestern state' ,'dubbed','state dubbed','southwestern dubbed' , LOC, state 
 'country','did', 'country did' ,'allies','did allies','country allies' , LOC, country 
 'famed','river', 'famed river' ,'hernando','river hernando','famed hernando' , LOC, other 
 'quality','drinks', 'quality drinks' ,'begin','drinks begin','quality begin' , LOC, other 
 'french','literary', 'french literary' ,'charcter','literary charcter','french charcter' , HUM, ind 
 'country','surrounds', 'country surrounds' ,'san','surrounds san','country san' , LOC, country 
 'killed','martin', 'killed martin' ,'luther','martin luther','killed luther' , HUM, ind 
 'owns','rights', 'owns rights' ,'tv','rights tv','owns tv' , HUM, ind 
 'season','does', 'season does' ,'hiemal','does hiemal','season hiemal' , NUM, date 
 'direction','best', 'direction best' ,'surfing','best surfing','direction surfing' , LOC, other 
 'world','record', 'world record' ,'longest','record longest','world longest' , NUM, dist 
 'democratic','prankster', 'democratic prankster' ,'waved','prankster waved','democratic waved' , HUM, ind 
 'california','bay', 'california bay' ,'is','bay is','california is' , LOC, other 
 'african','leader', 'african leader' ,'held','leader held','african held' , HUM, ind 
 'california','bridge', 'california bridge' ,'don','bridge don','california don' , LOC, other 
 'does','ton', 'does ton' ,'cement','ton cement','does cement' , NUM, money 
 '2th-century','american', '2th-century american' ,'poet','american poet','2th-century poet' , HUM, ind 
 'oldest','living', 'oldest living' ,'thing','living thing','oldest thing' , LOC, other 
 'stopped','making', 'stopped making' ,'diary','making diary','stopped diary' , HUM, ind 
 'journalist','walden', 'journalist walden' ,'puddle','walden puddle','journalist puddle' , HUM, ind 
 'sides','does', 'sides does' ,'obelisk','does obelisk','sides obelisk' , NUM, count 
 'woman','pitcher', 'woman pitcher' ,'struck','pitcher struck','woman struck' , HUM, ind 
 'year','cannon', 'year cannon' ,'invented','cannon invented','year invented' , NUM, date 
 'languages','does', 'languages does' ,'pope','does pope','languages pope' , NUM, count 
 'bay','divides', 'bay divides' ,'maryland','divides maryland','bay maryland' , LOC, other 
 'real','singer', 'real singer' ,'','singer ','real ' , HUM, ind 
 'frenchman','claimed', 'frenchman claimed' ,'following','claimed following','frenchman following' , HUM, ind 
 'discovered','imaginary', 'discovered imaginary' ,'numbers','imaginary numbers','discovered numbers' , HUM, ind 
 'does','voices', 'does voices' ,'simpsons','voices simpsons','does simpsons' , HUM, ind 
 'feet','high', 'feet high' ,'hurdle','high hurdle','feet hurdle' , NUM, count 
 'calories','glass', 'calories glass' ,'water','glass water','calories water' , NUM, count 
 'richest','person', 'richest person' ,'world','person world','richest world' , HUM, ind 
 'chemical','reactivity', 'chemical reactivity' ,'neon','reactivity neon','chemical neon' , NUM, other 
 'i','info', 'i info' ,'alexander','info alexander','i alexander' , LOC, other 
 'georgia','town', 'georgia town' ,'did','town did','georgia did' , LOC, city 
 'countries','watch', 'countries watch' ,'mtv','watch mtv','countries mtv' , NUM, count 
 'airport','code', 'airport code' ,'los','code los','airport los' , NUM, code 
 'did','real', 'did real' ,'st','real st','did st' , LOC, other 
 'eyes','does', 'eyes does' ,'bat','does bat','eyes bat' , NUM, count 
 'second','man', 'second man' ,'walk','man walk','second walk' , HUM, ind 
 'did','dikembe', 'did dikembe' ,'mutombo','dikembe mutombo','did mutombo' , LOC, other 
 'author','appointed', 'author appointed' ,'us','appointed us','author us' , HUM, ind 
 'body','water', 'body water' ,'does','water does','body does' , LOC, other 
 'westview','high', 'westview high' ,'is','high is','westview is' , HUM, ind 
 'mark','mcgwire', 'mark mcgwire' ,'is','mcgwire is','mark is' , LOC, other 
 'kentucky','horse', 'kentucky horse' ,'park','horse park','kentucky park' , LOC, city 
 'geological','time', 'geological time' ,'live','time live','geological live' , NUM, date 
 'massive','north', 'massive north' ,'korean','north korean','massive korean' , LOC, other 
 'microsoft','is', 'microsoft is' ,'corporate','is corporate','microsoft corporate' , LOC, other 
 'china','is', 'china is' ,'nuclear','is nuclear','china nuclear' , NUM, date 
 'singer','is', 'singer is' ,'hit','is hit','singer hit' , HUM, ind 
 'person','fined', 'person fined' ,'having','fined having','person having' , NUM, money 
 'asian','gulf', 'asian gulf' ,'destroyers','gulf destroyers','asian destroyers' , LOC, other 
 'mao','', 'mao ' ,'chinese',' chinese','mao chinese' , HUM, ind 
 'dick','clark', 'dick clark' ,'is','clark is','dick is' , NUM, date 
 'director','international', 'director international' ,'group','international group','director group' , HUM, ind 
 'character','narrates', 'character narrates' ,'treasure','narrates treasure','character treasure' , HUM, ind 
 'starred','charlie', 'starred charlie' ,'chaplin','charlie chaplin','starred chaplin' , HUM, ind 
 'seven','digits', 'seven digits' ,'follow','digits follow','seven follow' , NUM, code 
 'catch-22','character', 'catch-22 character' ,'elected','character elected','catch-22 elected' , HUM, ind 
 'does','uncle', 'does uncle' ,'duke','uncle duke','does duke' , HUM, ind 
 'called','surrender', 'called surrender' ,'','surrender ','called ' , HUM, ind 
 'relative','leo', 'relative leo' ,'tolstoy','leo tolstoy','relative tolstoy' , HUM, ind 
 'cards','player', 'cards player' ,'dealt','player dealt','cards dealt' , NUM, count 
 'second','person', 'second person' ,'wear','person wear','second wear' , HUM, ind 
 'director','editor', 'director editor' ,'movie','editor movie','director movie' , HUM, ind 
 'homelite','inc', 'homelite inc' ,'home','inc home','homelite home' , LOC, other 
 'old','stevie', 'old stevie' ,'wonder','stevie wonder','old wonder' , NUM, period 
 'won','gold', 'won gold' ,'medals','gold medals','won medals' , HUM, ind 
 'year','avery', 'year avery' ,'dennison','avery dennison','year dennison' , NUM, date 
 'does','us', 'does us' ,'rank','us rank','does rank' , NUM, ord 
 'names','seas', 'names seas' ,'world','seas world','names world' , LOC, other 
 'island','home', 'island home' ,'statues','home statues','island statues' , LOC, other 
 'price','aaa', 'price aaa' ,'is','aaa is','price is' , NUM, money 
 'richest','people', 'richest people' ,'world','people world','richest world' , HUM, ind 
 'greatest','hiking', 'greatest hiking' ,'web','hiking web','greatest web' , LOC, other 
 'population','arcadia', 'population arcadia' ,'','arcadia ','population ' , NUM, count 
 'head','writers', 'head writers' ,'smothers','writers smothers','head smothers' , HUM, ind 
 'portrayed','prewett', 'portrayed prewett' ,'eternity','prewett eternity','portrayed eternity' , HUM, ind 
 'people','live', 'people live' ,'cities','live cities','people cities' , NUM, count 
 'high','mountain', 'high mountain' ,'called','mountain called','high called' , NUM, dist 
 'scottish','poet', 'scottish poet' ,'penned','poet penned','scottish penned' , HUM, ind 
 'inventor','silly', 'inventor silly' ,'putty','silly putty','inventor putty' , HUM, ind 
 'ocean','surrounds', 'ocean surrounds' ,'madeira','surrounds madeira','ocean madeira' , LOC, other 
 'famous','communist', 'famous communist' ,'leader','communist leader','famous leader' , HUM, ind 
 'capital','cities', 'capital cities' ,'large','cities large','capital large' , LOC, city 
 'mines','falklands', 'mines falklands' ,'war','falklands war','mines war' , NUM, count 
 'gallons','water', 'gallons water' ,'niagra','water niagra','gallons niagra' , NUM, count 
 'woman','run', 'woman run' ,'mile','run mile','woman mile' , HUM, ind 
 'copies','album', 'copies album' ,'sold','album sold','copies sold' , NUM, count 
 'awarded','flying', 'awarded flying' ,'fickle','flying fickle','awarded fickle' , HUM, ind 
 'sinclair','lewis', 'sinclair lewis' ,'','lewis ','sinclair ' , LOC, city 
 'largest','city', 'largest city' ,'texas','city texas','largest texas' , LOC, city 
 'future','deer', 'future deer' ,'hunter','deer hunter','future hunter' , HUM, ind 
 'i','map', 'i map' ,'prussia','map prussia','i prussia' , LOC, other 
 'richest','countries', 'richest countries' ,'world','countries world','richest world' , LOC, country 
 'boy','names', 'boy names' ,'us','names us','boy us' , HUM, ind 
 'tiles','did', 'tiles did' ,'space','did space','tiles space' , NUM, count 
 'teaspoons','make', 'teaspoons make' ,'tablespoon','make tablespoon','teaspoons tablespoon' , NUM, count 
 'lyricist','composer', 'lyricist composer' ,'gilbert','composer gilbert','lyricist gilbert' , HUM, ind 
 'lawyer','randy', 'lawyer randy' ,'craft','randy craft','lawyer craft' , HUM, ind 
 '3rd','president', '3rd president' ,'united','president united','3rd united' , HUM, ind 
 'dick','tracy', 'dick tracy' ,'is','tracy is','dick is' , HUM, ind 
 'fraction','beaver', 'fraction beaver' ,'is','beaver is','fraction is' , NUM, perc 
 'gas','taxed', 'gas taxed' ,'california','taxed california','gas california' , NUM, money 
 'gave','king', 'gave king' ,'arthur','king arthur','gave arthur' , HUM, ind 
 'state','united', 'state united' ,'states','united states','state states' , LOC, state 
 'president','us', 'president us' ,'1789','us 1789','president 1789' , HUM, ind 
 'wrote','', 'wrote ' ,'scarlet',' scarlet','wrote scarlet' , HUM, ind 
 'did','sara', 'did sara' ,'jane','sara jane','did jane' , HUM, ind 
 'dots','make', 'dots make' ,'symbol','make symbol','dots symbol' , NUM, count 
 'king','signed', 'king signed' ,'magna','signed magna','king magna' , HUM, ind 
 'child','left', 'child left' ,'doorstep','left doorstep','child doorstep' , HUM, ind 
 'zip','codes', 'zip codes' ,'us','codes us','zip us' , NUM, count 
 'long','does', 'long does' ,'milky','does milky','long milky' , NUM, period 
 'web','sites', 'web sites' ,'linked','sites linked','web linked' , LOC, other 
 'long','does', 'long does' ,'different','does different','long different' , NUM, period 
 'darth','vader', 'darth vader' ,'is','vader is','darth is' , HUM, ind 
 'british','female', 'british female' ,'pop','female pop','british pop' , HUM, ind 
 'mccarren','airport', 'mccarren airport' ,'located','airport located','mccarren located' , LOC, other 
 'part','britain', 'part britain' ,'comprises','britain comprises','part comprises' , LOC, other 
 'marx','brothers', 'marx brothers' ,'there','brothers there','marx there' , NUM, count 
 'country','proud', 'country proud' ,'claim','proud claim','country claim' , LOC, country 
 'babe','ruth', 'babe ruth' ,'born','ruth born','babe born' , NUM, date 
 'portrayed','field', 'portrayed field' ,'marshal','field marshal','portrayed marshal' , HUM, ind 
 'direction','baseball', 'direction baseball' ,'pitchers','baseball pitchers','direction pitchers' , LOC, other 
 'beanie','baby', 'beanie baby' ,'sites','baby sites','beanie sites' , NUM, count 
 'money','did', 'money did' ,'marcos','did marcos','money marcos' , NUM, money 
 'makes','the', 'makes the' ,'','the ','makes ' , HUM, ind 
 'archie','bunker', 'archie bunker' ,'is','bunker is','archie is' , HUM, ind 
 'president','chief', 'president chief' ,'justice','chief justice','president justice' , HUM, ind 
 'innings','constitute', 'innings constitute' ,'official','constitute official','innings official' , NUM, count 
 'city','newspaper', 'city newspaper' ,'called','newspaper called','city called' , LOC, city 
 'us','state', 'us state' ,'boasts','state boasts','us boasts' , LOC, state 
 'flavors','does', 'flavors does' ,'baskin','does baskin','flavors baskin' , NUM, count 
 'chief','engineer', 'chief engineer' ,'starship','engineer starship','chief starship' , HUM, ind 
 'mayor','tv', 'mayor tv' ,'appearances','tv appearances','mayor appearances' , HUM, ind 
 'miles','k', 'miles k' ,'run','k run','miles run' , NUM, count 
 'detective','lives', 'detective lives' ,'punchbowl','lives punchbowl','detective punchbowl' , HUM, ind 
 'did','ukulele', 'did ukulele' ,'originate','ukulele originate','did originate' , LOC, other 
 'rotary','engines', 'rotary engines' ,'used','engines used','rotary used' , HUM, ind 
 'portrayed','title', 'portrayed title' ,'character','title character','portrayed character' , HUM, ind 
 'gulf','sweden', 'gulf sweden' ,'finland','sweden finland','gulf finland' , LOC, other 
 'x-man','die', 'x-man die' ,'battle','die battle','x-man battle' , HUM, ind 
 'countries','andorra', 'countries andorra' ,'nestled','andorra nestled','countries nestled' , LOC, country 
 'long','ago', 'long ago' ,'roe','ago roe','long roe' , NUM, period 
 'largest','mountain', 'largest mountain' ,'ranges','mountain ranges','largest ranges' , LOC, mount 
 'size','student', 'size student' ,'body','student body','size body' , NUM, other 
 'starred','movie', 'starred movie' ,'war','movie war','starred war' , HUM, ind 
 'different','kinds', 'different kinds' ,'ice','kinds ice','different ice' , NUM, count 
 'actor','', 'actor ' ,'greatest',' greatest','actor greatest' , HUM, ind 
 'homelite','inc', 'homelite inc' ,'home','inc home','homelite home' , LOC, other 
 'columbia','tristar', 'columbia tristar' ,'is','tristar is','columbia is' , NUM, code 
 'shot','lee', 'shot lee' ,'harvey','lee harvey','shot harvey' , HUM, ind 
 'did','jaco', 'did jaco' ,'pastorius','jaco pastorius','did pastorius' , NUM, date 
 'what','is', 'what is' ,'common','is common','what common' , LOC, other 
 '5','tallest', '5 tallest' ,'buildings','tallest buildings','5 buildings' , LOC, other 
 'portrayed','renaud', 'portrayed renaud' ,'casablanca','renaud casablanca','portrayed casablanca' , HUM, ind 
 'country','problems', 'country problems' ,'hooligans','problems hooligans','country hooligans' , LOC, country 
 'planet','did', 'planet did' ,'percival','did percival','planet percival' , LOC, other 
 'brain','cells', 'brain cells' ,'replaced','cells replaced','brain replaced' , NUM, count 
 'did','mercury', 'did mercury' ,'spend','mercury spend','did spend' , NUM, money 
 'country','contains', 'country contains' ,'westernmost','contains westernmost','country westernmost' , LOC, country 
 'what','is', 'what is' ,'american','is american','what american' , NUM, count 
 'year','did', 'year did' ,'charles','did charles','year charles' , NUM, date 
 'did','americans', 'did americans' ,'leave','americans leave','did leave' , NUM, date 
 'famed','clown', 'famed clown' ,'appeared','clown appeared','famed appeared' , HUM, ind 
 'people','died', 'people died' ,'estonia','died estonia','people estonia' , NUM, count 
 'southern','california', 'southern california' ,'town','california town','southern town' , LOC, city 
 'city','is', 'city is' ,'kickoff','is kickoff','city kickoff' , LOC, city 
 'average','salary', 'average salary' ,'paleontologist','salary paleontologist','average paleontologist' , NUM, money 
 'largest','post', 'largest post' ,'office','post office','largest office' , LOC, other 
 'currently','popular', 'currently popular' ,'singer','popular singer','currently singer' , HUM, ind 
 'endangered','species', 'endangered species' ,'world','species world','endangered world' , NUM, count 
 'large','us', 'large us' ,'city','us city','large city' , LOC, city 
 'bandleader','mentor', 'bandleader mentor' ,'ella','mentor ella','bandleader ella' , HUM, ind 
 'major','eruption', 'major eruption' ,'mount','eruption mount','major mount' , NUM, date 
 'hockey','player', 'hockey player' ,'did','player did','hockey did' , HUM, ind 
 'president','buried', 'president buried' ,'ancestral','buried ancestral','president ancestral' , HUM, ind 
 'did','barbie', 'did barbie' ,'doll','barbie doll','did doll' , NUM, money 
 'country','general', 'country general' ,'douglas','general douglas','country douglas' , LOC, country 
 'latitude','longitude', 'latitude longitude' ,'el','longitude el','latitude el' , NUM, other 
 'head','injuries', 'head injuries' ,'recreational','injuries recreational','head recreational' , NUM, count 
 'normal','human', 'normal human' ,'pregnancy','human pregnancy','normal pregnancy' , NUM, count 
 'domesticated','wild', 'domesticated wild' ,'turkey','wild turkey','domesticated turkey' , HUM, ind 
 'country','does', 'country does' ,'ileana','does ileana','country ileana' , LOC, country 
 'european','countries', 'european countries' ,'joined','countries joined','european joined' , LOC, country 
 'helicopter','pilot', 'helicopter pilot' ,'shot','pilot shot','helicopter shot' , HUM, ind 
 'designer','shoe', 'designer shoe' ,'spawned','shoe spawned','designer spawned' , HUM, ind 
 'olive','oyl', 'olive oyl' ,'is','oyl is','olive is' , HUM, ind 
 'king','boycotted', 'king boycotted' ,'prince','boycotted prince','king prince' , HUM, ind 
 'nickname','model', 'nickname model' ,'leslie','model leslie','nickname leslie' , HUM, ind 
 '139','papal', '139 papal' ,'court','papal court','139 court' , LOC, other 
 'capital','built', 'capital built' ,'monument','built monument','capital monument' , LOC, city 
 'famed','wall', 'famed wall' ,'supports','wall supports','famed supports' , LOC, other 
 'portrayed','fatman', 'portrayed fatman' ,'television','fatman television','portrayed television' , HUM, ind 
 'good','science', 'good science' ,'sites','science sites','good sites' , LOC, other 
 'woman','time', 'woman time' ,'is','time is','woman is' , HUM, ind 
 'wrote','ugly', 'wrote ugly' ,'duckling','ugly duckling','wrote duckling' , HUM, ind 
 'designed','london', 'designed london' ,'bridge','london bridge','designed bridge' , HUM, ind 
 'miles','tel', 'miles tel' ,'aviv','tel aviv','miles aviv' , NUM, count 
 'flavors','ice', 'flavors ice' ,'cream','ice cream','flavors cream' , NUM, count 
 'busiest','amtrak', 'busiest amtrak' ,'rail','amtrak rail','busiest rail' , LOC, other 
 'freckles','does', 'freckles does' ,'howdy','does howdy','freckles howdy' , NUM, count 
 'considered','father', 'considered father' ,'psychology','father psychology','considered psychology' , HUM, ind 
 'tall','animated', 'tall animated' ,'king','animated king','tall king' , NUM, dist 
 'largest','concentration', 'largest concentration' ,'camp','concentration camp','largest camp' , LOC, other 
 'did','alaska', 'did alaska' ,'cost','alaska cost','did cost' , NUM, money 
 'events','make', 'events make' ,'decathlon','make decathlon','events decathlon' , NUM, count 
 'bodies','visited', 'bodies visited' ,'spacecraft','visited spacecraft','bodies spacecraft' , LOC, other 
 'succeeded','nikita', 'succeeded nikita' ,'khrushchev','nikita khrushchev','succeeded khrushchev' , HUM, ind 
 'chosen','black', 'chosen black' ,'chairman','black chairman','chosen chairman' , HUM, ind 
 'lady','great', 'lady great' ,'gatsby','great gatsby','lady gatsby' , HUM, ind 
 'bails','cricket', 'bails cricket' ,'wicket','cricket wicket','bails wicket' , NUM, count 
 'city','martin', 'city martin' ,'luther','martin luther','city luther' , LOC, city 
 'celebrity','couple', 'celebrity couple' ,'','couple ','celebrity ' , HUM, ind 
 'where','is', 'where is' ,'bernini-bristol','is bernini-bristol','where bernini-bristol' , LOC, other 
 'said','', 'said ' ,'contemptible',' contemptible','said contemptible' , HUM, ind 
 'letters','appear', 'letters appear' ,'numbers','appear numbers','letters numbers' , NUM, count 
 'cities','population', 'cities population' ,'million','population million','cities million' , LOC, city 
 'minimum','wage', 'minimum wage' ,'1991','wage 1991','minimum 1991' , NUM, money 
 'country','biggest', 'country biggest' ,'producer','biggest producer','country producer' , LOC, country 
 'jimmy','buffett', 'jimmy buffett' ,'concert','buffett concert','jimmy concert' , NUM, date 
 'european','country', 'european country' ,'abandoned','country abandoned','european abandoned' , LOC, country 
 '1st','us', '1st us' ,'president','us president','1st president' , HUM, ind 
 'did','varian', 'did varian' ,'associates','varian associates','did associates' , NUM, money 
 'played','maria', 'played maria' ,'film','maria film','played film' , HUM, ind 
 'bestowed','great', 'bestowed great' ,'power','great power','bestowed power' , HUM, ind 
 'common','boy', 'common boy' ,'is','boy is','common is' , HUM, ind 
 'accused','trial', 'accused trial' ,'century','trial century','accused century' , HUM, ind 
 'oldest','building', 'oldest building' ,'united','building united','oldest united' , LOC, other 
 'people','died', 'people died' ,'south','died south','people south' , NUM, count 
 'president','nixon', 'president nixon' ,'is','nixon is','president is' , NUM, date 
 'people','died', 'people died' ,'vietnam','died vietnam','people vietnam' , NUM, count 
 'year','did', 'year did' ,'montana','did montana','year montana' , NUM, date 
 'japanese','city', 'japanese city' ,'called','city called','japanese called' , LOC, city 
 'did','seven', 'did seven' ,'mules','seven mules','did mules' , HUM, ind 
 'what','is', 'what is' ,'actress','is actress','what actress' , HUM, ind 
 'one','is', 'one is' ,'corpus','is corpus','one corpus' , LOC, other 
 'did','napolean', 'did napolean' ,'defeat','napolean defeat','did defeat' , HUM, ind 
 'british','prime', 'british prime' ,'minister','prime minister','british minister' , HUM, ind 
 'objects','orbit', 'objects orbit' ,'earth','orbit earth','objects earth' , NUM, count 
 'what','is', 'what is' ,'oldest','is oldest','what oldest' , LOC, city 
 'location','edinburgh', 'location edinburgh' ,'','edinburgh ','location ' , LOC, other 
 'muscles','does', 'muscles does' ,'average','does average','muscles average' , NUM, count 
 'long','live', 'long live' ,'community','live community','long community' , NUM, period 
 'titanic','is', 'titanic is' ,'captain','is captain','titanic captain' , HUM, ind 
 'heroine','in', 'heroine in' ,'','in ','heroine ' , HUM, ind 
 'big','chappellet', 'big chappellet' ,'vineyard','chappellet vineyard','big vineyard' , NUM, volsize 
 'jackson','pollock', 'jackson pollock' ,'native','pollock native','jackson native' , LOC, country 
 'island','target', 'island target' ,'us','target us','island us' , LOC, other 
 'following','tv', 'following tv' ,'newsmen','tv newsmen','following newsmen' , HUM, ind 
 'six-foot','temperance', 'six-foot temperance' ,'advocate','temperance advocate','six-foot advocate' , HUM, ind 
 'islands','does', 'islands does' ,'fiji','does fiji','islands fiji' , NUM, count 
 'what','is', 'what is' ,'powerful','is powerful','what powerful' , LOC, country 
 'led','normans', 'led normans' ,'victory','normans victory','led victory' , HUM, ind 
 'percentage','world', 'percentage world' ,'is','world is','percentage is' , NUM, perc 
 'what','is', 'what is' ,'star','is star','what star' , HUM, ind 
 'king','forced', 'king forced' ,'agree','forced agree','king agree' , HUM, ind 
 'electoral','college', 'electoral college' ,'votes','college votes','electoral votes' , NUM, count 
 'babe','ruth', 'babe ruth' ,'is','ruth is','babe is' , HUM, ind 
 'bottles','wine', 'bottles wine' ,'prisoners','wine prisoners','bottles prisoners' , NUM, count 
 'lobsters','like', 'lobsters like' ,'live','like live','lobsters live' , LOC, other 
 'elected','mayor', 'elected mayor' ,'washington','mayor washington','elected washington' , HUM, ind 
 'big','thompson', 'big thompson' ,'flood','thompson flood','big flood' , NUM, date 
 'wrote','sci-fi', 'wrote sci-fi' ,'trilogy','sci-fi trilogy','wrote trilogy' , HUM, ind 
 'hours','work', 'hours work' ,'does','work does','hours does' , NUM, count 
 'alice','cooper', 'alice cooper' ,'is','cooper is','alice is' , HUM, ind 
 'cities','usually', 'cities usually' ,'mark','usually mark','cities mark' , LOC, city 
 'times','does', 'times does' ,'tide','does tide','times tide' , NUM, count 
 'person','burst', 'person burst' ,'screen','burst screen','person screen' , HUM, ind 
 'us','vice-president', 'us vice-president' ,'killed','vice-president killed','us killed' , HUM, ind 
 'what','is', 'what is' ,'fahrenheit','is fahrenheit','what fahrenheit' , NUM, temp 
 'muscles','does', 'muscles does' ,'oyster','does oyster','muscles oyster' , NUM, count 
 'wrote','', 'wrote ' ,'ado',' ado','wrote ado' , HUM, ind 
 'i','information', 'i information' ,'concerning','information concerning','i concerning' , LOC, other 
 'louisiana','senator', 'louisiana senator' ,'won','senator won','louisiana won' , HUM, ind 
 'won','oscars', 'won oscars' ,'roles','oscars roles','won roles' , HUM, ind 
 'writer','famous', 'writer famous' ,'physically','famous physically','writer physically' , HUM, ind 
 'who','is', 'who is' ,'lead','is lead','who lead' , HUM, ind 
 'dana','is', 'dana is' ,'','is ','dana ' , HUM, ind 
 'plays','cop', 'plays cop' ,'movie','cop movie','plays movie' , HUM, ind 
 'characters','makes', 'characters makes' ,'word','makes word','characters word' , NUM, count 
 '1940','annual', '1940 annual' ,'salary','annual salary','1940 salary' , NUM, money 
 'created','billy', 'created billy' ,'pilgrim','billy pilgrim','created pilgrim' , HUM, ind 
 'country','saw', 'country saw' ,'origin','saw origin','country origin' , LOC, country 
 'richest','woman', 'richest woman' ,'world','woman world','richest world' , HUM, ind 
 'i','test', 'i test' ,'tell','test tell','i tell' , LOC, other 
 'lake','scotland', 'lake scotland' ,'said','scotland said','lake said' , LOC, other 
 '1974','oscar', '1974 oscar' ,'winners','oscar winners','1974 winners' , HUM, ind 
 'wrote','book', 'wrote book' ,'','book ','wrote ' , HUM, ind 
 'use','heimlich', 'use heimlich' ,'maneuver','heimlich maneuver','use maneuver' , HUM, ind 
 'famed','library', 'famed library' ,'reach','library reach','famed reach' , LOC, other 
 'i','complete', 'i complete' ,'listing','complete listing','i listing' , LOC, other 
 'where','is', 'where is' ,'montenegro','is montenegro','where montenegro' , LOC, other 
 'north','american', 'north american' ,'city','american city','north city' , LOC, city 
 'radio','', 'radio ' ,'tv',' tv','radio tv' , HUM, ind 
 'planned','berth', 'planned berth' ,'merchant','berth merchant','planned merchant' , LOC, other 
 'maurizio','pellegrin', 'maurizio pellegrin' ,'is','pellegrin is','maurizio is' , NUM, period 
 'thousands','students', 'thousands students' ,'attend','students attend','thousands attend' , NUM, count 
 'us','senate', 'us senate' ,'majority','senate majority','us majority' , HUM, ind 
 'female','suspect', 'female suspect' ,'game','suspect game','female game' , HUM, ind 
 'americans','unaccounted', 'americans unaccounted' ,'vietnam','unaccounted vietnam','americans vietnam' , NUM, count 
 'chemical','reactivity', 'chemical reactivity' ,'neon','reactivity neon','chemical neon' , NUM, other 
 'oldest','website', 'oldest website' ,'internet','website internet','oldest internet' , LOC, other 
 'member','little', 'member little' ,'rascals','little rascals','member rascals' , HUM, ind 
 'country','visiting', 'country visiting' ,'land','visiting land','country land' , LOC, country 
 'attorney-general','ordered', 'attorney-general ordered' ,'closing','ordered closing','attorney-general closing' , HUM, ind 
 'country','starts', 'country starts' ,'letter','starts letter','country letter' , LOC, country 
 'countries','earn', 'countries earn' ,'tourism','earn tourism','countries tourism' , LOC, country 
 'city','china', 'city china' ,'largest','china largest','city largest' , LOC, city 
 'oscars','academy', 'oscars academy' ,'awards','academy awards','oscars awards' , NUM, date 
 'prophet','jewish', 'prophet jewish' ,'people','jewish people','prophet people' , HUM, ind 
 'oldest','us', 'oldest us' ,'president','us president','oldest president' , HUM, ind 
 'dubai','is', 'dubai is' ,'concrete','is concrete','dubai concrete' , NUM, date 
 'prophet','religion', 'prophet religion' ,'islam','religion islam','prophet islam' , HUM, ind 
 'portrayed','maggio', 'portrayed maggio' ,'film','maggio film','portrayed film' , HUM, ind 
 'zebras','likely', 'zebras likely' ,'found','likely found','zebras found' , LOC, other 
 'odds','giving', 'odds giving' ,'birth','giving birth','odds birth' , NUM, perc 
 'best','place', 'best place' ,'live','place live','best live' , LOC, other 
 'cartoon','genie', 'cartoon genie' ,'conjured','genie conjured','cartoon conjured' , HUM, ind 
 'money','owed', 'money owed' ,'illegally','owed illegally','money illegally' , NUM, money 
 'web','address', 'web address' ,'i','address i','web i' , LOC, other 
 'big','largest', 'big largest' ,'diamond','largest diamond','big diamond' , NUM, volsize 
 'did','original', 'did original' ,'howdy','original howdy','did howdy' , NUM, date 
 'bald','us', 'bald us' ,'presidents','us presidents','bald presidents' , HUM, ind 
 'member','charlie', 'member charlie' ,'is','charlie is','member is' , HUM, ind 
 'river','flows', 'river flows' ,'past','flows past','river past' , LOC, other 
 'comedian','perfect', 'comedian perfect' ,'fool','perfect fool','comedian fool' , HUM, ind 
 'information','queensland', 'information queensland' ,'national','queensland national','information national' , LOC, other 
 'loved','flash', 'loved flash' ,'gordon','flash gordon','loved gordon' , HUM, ind 
 'i','information', 'i information' ,'original','information original','i original' , LOC, other 
 'inches','feet', 'inches feet' ,'tom','feet tom','inches tom' , NUM, count 
 'who','is', 'who is' ,'president','is president','who president' , HUM, ind 
 'rent','volkswagen', 'rent volkswagen' ,'bug','volkswagen bug','rent bug' , NUM, money 
 'singing','voice', 'singing voice' ,'dubbed','voice dubbed','singing dubbed' , HUM, ind 
