 @RELATION examen

@ATTRIBUTE pregunta1 string
@ATTRIBUTE pregunta2 string
@ATTRIBUTE pregunta3 string
@ATTRIBUTE pregunta4 string
@ATTRIBUTE pregunta5 string
@ATTRIBUTE pregunta6 string
@ATTRIBUTE tipo {HUM,NUM,LOC}
@ATTRIBUTE subTipo {ind,date,ord,state,other,count,country,city,mount,money,period,volsize,temp,dist,weight,perc,speed,code}

@DATA 
 'when','christ', 'when christ' ,'born','christ born','when born' ,NUM,date 
 'where','quality', 'where quality' ,'drinks','quality drinks','where drinks' ,LOC,other 
 'who','french', 'who french' ,'literary','french literary','who literary' ,HUM,ind 
 'what','country', 'what country' ,'surrounds','country surrounds','what surrounds' ,LOC,country 
 'who','killed', 'who killed' ,'martin','killed martin','who martin' ,HUM,ind 
 'who','owns', 'who owns' ,'rights','owns rights','who rights' ,HUM,ind 
 'who','invented', 'who invented' ,'astroturf','invented astroturf','who astroturf' ,HUM,ind 
 'what','season', 'what season' ,'does','season does','what does' ,NUM,date 
 'what','direction', 'what direction' ,'best','direction best','what best' ,LOC,other 
 'what','world', 'what world' ,'record','world record','what record' ,NUM,dist 
 'what','democratic', 'what democratic' ,'prankster','democratic prankster','what prankster' ,HUM,ind 
 'what','california', 'what california' ,'bay','california bay','what bay' ,LOC,other 
 'what','african', 'what african' ,'leader','african leader','what leader' ,HUM,ind 
 'what','california', 'what california' ,'bridge','california bridge','what bridge' ,LOC,other 
 'does','ton', 'does ton' ,'cement','ton cement','does cement' ,NUM,money 
 'what','2th-century', 'what 2th-century' ,'american','2th-century american','what american' ,HUM,ind 
 'where','oldest', 'where oldest' ,'living','oldest living','where living' ,LOC,other 
 'who','stopped', 'who stopped' ,'making','stopped making','who making' ,HUM,ind 
 'what','journalist', 'what journalist' ,'walden','journalist walden','what walden' ,HUM,ind 
 'sides','does', 'sides does' ,'obelisk','does obelisk','sides obelisk' ,NUM,count 
 'what','woman', 'what woman' ,'pitcher','woman pitcher','what pitcher' ,HUM,ind 
 'what','year', 'what year' ,'cannon','year cannon','what cannon' ,NUM,date 
 'languages','does', 'languages does' ,'pope','does pope','languages pope' ,NUM,count 
 'what','bay', 'what bay' ,'divides','bay divides','what divides' ,LOC,other 
 'what','real', 'what real' ,'singer','real singer','what singer' ,HUM,ind 
 'what','frenchman', 'what frenchman' ,'claimed','frenchman claimed','what claimed' ,HUM,ind 
 'who','woman', 'who woman' ,'space','woman space','who space' ,HUM,ind 
 'who','discovered', 'who discovered' ,'imaginary','discovered imaginary','who imaginary' ,HUM,ind 
 'who','does', 'who does' ,'voices','does voices','who voices' ,HUM,ind 
 'feet','high', 'feet high' ,'hurdle','high hurdle','feet hurdle' ,NUM,count 
 'calories','glass', 'calories glass' ,'water','glass water','calories water' ,NUM,count 
 'who','richest', 'who richest' ,'person','richest person','who person' ,HUM,ind 
 'what','chemical', 'what chemical' ,'reactivity','chemical reactivity','what reactivity' ,NUM,other 
 'where','i', 'where i' ,'info','i info','where info' ,LOC,other 
 'what','georgia', 'what georgia' ,'town','georgia town','what town' ,LOC,city 
 'countries','watch', 'countries watch' ,'mtv','watch mtv','countries mtv' ,NUM,count 
 'what','airport', 'what airport' ,'code','airport code','what code' ,NUM,code 
 'where','did', 'where did' ,'real','did real','where real' ,LOC,other 
 'eyes','does', 'eyes does' ,'bat','does bat','eyes bat' ,NUM,count 
 'who','second', 'who second' ,'man','second man','who man' ,HUM,ind 
 'where','did', 'where did' ,'dikembe','did dikembe','where dikembe' ,LOC,other 
 'what','author', 'what author' ,'appointed','author appointed','what appointed' ,HUM,ind 
 'what','body', 'what body' ,'water','body water','what water' ,LOC,other 
 'who','westview', 'who westview' ,'high','westview high','who high' ,HUM,ind 
 'what','mark', 'what mark' ,'mcgwire','mark mcgwire','what mcgwire' ,LOC,other 
 'kentucky','horse', 'kentucky horse' ,'park','horse park','kentucky park' ,LOC,city 
 'what','geological', 'what geological' ,'time','geological time','what time' ,NUM,date 
 'where','massive', 'where massive' ,'north','massive north','where north' ,LOC,other 
 'where','microsoft', 'where microsoft' ,'is','microsoft is','where is' ,LOC,other 
 'when','china', 'when china' ,'is','china is','when is' ,NUM,date 
 'what','singer', 'what singer' ,'is','singer is','what is' ,HUM,ind 
 'person','fined', 'person fined' ,'having','fined having','person having' ,NUM,money 
 'what','asian', 'what asian' ,'gulf','asian gulf','what gulf' ,LOC,other 
 'what','mao', 'what mao' ,'','mao ','what ' ,HUM,ind 
 'when','dick', 'when dick' ,'clark','dick clark','when clark' ,NUM,date 
 'who','director', 'who director' ,'international','director international','who international' ,HUM,ind 
 'what','character', 'what character' ,'narrates','character narrates','what narrates' ,HUM,ind 
 'who','starred', 'who starred' ,'charlie','starred charlie','who charlie' ,HUM,ind 
 'what','seven', 'what seven' ,'digits','seven digits','what digits' ,NUM,code 
 'what','catch-22', 'what catch-22' ,'character','catch-22 character','what character' ,HUM,ind 
 'does','uncle', 'does uncle' ,'duke','uncle duke','does duke' ,HUM,ind 
 'when','called', 'when called' ,'surrender','called surrender','when surrender' ,HUM,ind 
 'when','bar-code', 'when bar-code' ,'invented','bar-code invented','when invented' ,NUM,date 
 'what','relative', 'what relative' ,'leo','relative leo','what leo' ,HUM,ind 
 'cards','player', 'cards player' ,'dealt','player dealt','cards dealt' ,NUM,count 
 'who','second', 'who second' ,'person','second person','who person' ,HUM,ind 
 'who','director', 'who director' ,'editor','director editor','who editor' ,HUM,ind 
 'what','homelite', 'what homelite' ,'inc','homelite inc','what inc' ,LOC,other 
 'old','stevie', 'old stevie' ,'wonder','stevie wonder','old wonder' ,NUM,period 
 'who','won', 'who won' ,'gold','won gold','who gold' ,HUM,ind 
 'what','year', 'what year' ,'avery','year avery','what avery' ,NUM,date 
 'where','does', 'where does' ,'us','does us','where us' ,NUM,ord 
 'what','names', 'what names' ,'seas','names seas','what seas' ,LOC,other 
 'what','island', 'what island' ,'home','island home','what home' ,LOC,other 
 'where','pythagoras', 'where pythagoras' ,'born','pythagoras born','where born' ,LOC,other 
 'what','price', 'what price' ,'aaa','price aaa','what aaa' ,NUM,money 
 'who','richest', 'who richest' ,'people','richest people','who people' ,HUM,ind 
 'who','leader', 'who leader' ,'brunei','leader brunei','who brunei' ,HUM,ind 
 'what','capital', 'what capital' ,'italy','capital italy','what italy' ,LOC,city 
 'what','greatest', 'what greatest' ,'hiking','greatest hiking','what hiking' ,LOC,other 
 'what','population', 'what population' ,'arcadia','population arcadia','what arcadia' ,NUM,count 
 'who','head', 'who head' ,'writers','head writers','who writers' ,HUM,ind 
 'who','portrayed', 'who portrayed' ,'prewett','portrayed prewett','who prewett' ,HUM,ind 
 'people','live', 'people live' ,'cities','live cities','people cities' ,NUM,count 
 'high','mountain', 'high mountain' ,'called','mountain called','high called' ,NUM,dist 
 'what','scottish', 'what scottish' ,'poet','scottish poet','what poet' ,HUM,ind 
 'what','inventor', 'what inventor' ,'silly','inventor silly','what silly' ,HUM,ind 
 'what','ocean', 'what ocean' ,'surrounds','ocean surrounds','what surrounds' ,LOC,other 
 'what','famous', 'what famous' ,'communist','famous communist','what communist' ,HUM,ind 
 'what','capital', 'what capital' ,'cities','capital cities','what cities' ,LOC,city 
 'mines','falklands', 'mines falklands' ,'war','falklands war','mines war' ,NUM,count 
 'gallons','water', 'gallons water' ,'niagra','water niagra','gallons niagra' ,NUM,count 
 'who','woman', 'who woman' ,'run','woman run','who run' ,HUM,ind 
 'copies','album', 'copies album' ,'sold','album sold','copies sold' ,NUM,count 
 'who','awarded', 'who awarded' ,'flying','awarded flying','who flying' ,HUM,ind 
 'sinclair','lewis', 'sinclair lewis' ,'','lewis ','sinclair ' ,LOC,city 
 'what','largest', 'what largest' ,'city','largest city','what city' ,LOC,city 
 'what','future', 'what future' ,'deer','future deer','what deer' ,HUM,ind 
 'where','i', 'where i' ,'map','i map','where map' ,LOC,other 
 'what','richest', 'what richest' ,'countries','richest countries','what countries' ,LOC,country 
 'where','mccarren', 'where mccarren' ,'airport','mccarren airport','where airport' ,LOC,other 
 'what','boy', 'what boy' ,'names','boy names','what names' ,HUM,ind 
 'tiles','did', 'tiles did' ,'space','did space','tiles space' ,NUM,count 
 'teaspoons','make', 'teaspoons make' ,'tablespoon','make tablespoon','teaspoons tablespoon' ,NUM,count 
 'who','lyricist', 'who lyricist' ,'who','lyricist who','who who' ,HUM,ind 
 'who','lawyer', 'who lawyer' ,'randy','lawyer randy','who randy' ,HUM,ind 
 'who','3rd', 'who 3rd' ,'president','3rd president','who president' ,HUM,ind 
 'dick','tracy', 'dick tracy' ,'is','tracy is','dick is' ,HUM,ind 
 'what','fraction', 'what fraction' ,'beaver','fraction beaver','what beaver' ,NUM,perc 
 'gas','taxed', 'gas taxed' ,'california','taxed california','gas california' ,NUM,money 
 'who','gave', 'who gave' ,'king','gave king','who king' ,HUM,ind 
 'what','state', 'what state' ,'united','state united','what united' ,LOC,state 
 'who','president', 'who president' ,'us','president us','who us' ,HUM,ind 
 'who','wrote', 'who wrote' ,'','wrote ','who ' ,HUM,ind 
 'who','did', 'who did' ,'sara','did sara','who sara' ,HUM,ind 
 'dots','make', 'dots make' ,'symbol','make symbol','dots symbol' ,NUM,count 
 'king','signed', 'king signed' ,'magna','signed magna','king magna' ,HUM,ind 
 'child','left', 'child left' ,'doorstep','left doorstep','child doorstep' ,HUM,ind 
 'zip','codes', 'zip codes' ,'us','codes us','zip us' ,NUM,count 
 'long','does', 'long does' ,'milky','does milky','long milky' ,NUM,period 
 'what','web', 'what web' ,'sites','web sites','what sites' ,LOC,other 
 'long','does', 'long does' ,'different','does different','long different' ,NUM,period 
 'what','darth', 'what darth' ,'vader','darth vader','what vader' ,HUM,ind 
 'what','british', 'what british' ,'female','british female','what female' ,HUM,ind 
 'where','mccarren', 'where mccarren' ,'airport','mccarren airport','where airport' ,LOC,other 
 'what','part', 'what part' ,'britain','part britain','what britain' ,LOC,other 
 'marx','brothers', 'marx brothers' ,'there','brothers there','marx there' ,NUM,count 
 'what','country', 'what country' ,'proud','country proud','what proud' ,LOC,country 
 'when','babe', 'when babe' ,'ruth','babe ruth','when ruth' ,NUM,date 
 'who','portrayed', 'who portrayed' ,'field','portrayed field','who field' ,HUM,ind 
 'what','direction', 'what direction' ,'baseball','direction baseball','what baseball' ,LOC,other 
 'beanie','baby', 'beanie baby' ,'sites','baby sites','beanie sites' ,NUM,count 
 'where','diamonds', 'where diamonds' ,'mined','diamonds mined','where mined' ,LOC,other 
 'money','did', 'money did' ,'marcos','did marcos','money marcos' ,NUM,money 
 'who','makes', 'who makes' ,'the','makes the','who the' ,HUM,ind 
 'who','archie', 'who archie' ,'bunker','archie bunker','who bunker' ,HUM,ind 
 'what','president', 'what president' ,'chief','president chief','what chief' ,HUM,ind 
 'innings','constitute', 'innings constitute' ,'official','constitute official','innings official' ,NUM,count 
 'what','city', 'what city' ,'newspaper','city newspaper','what newspaper' ,LOC,city 
 'what','us', 'what us' ,'state','us state','what state' ,LOC,state 
 'flavors','does', 'flavors does' ,'baskin','does baskin','flavors baskin' ,NUM,count 
 'who','chief', 'who chief' ,'engineer','chief engineer','who engineer' ,HUM,ind 
 'what','mayor', 'what mayor' ,'tv','mayor tv','what tv' ,HUM,ind 
 'miles','k', 'miles k' ,'run','k run','miles run' ,NUM,count 
 'when','beethoven', 'when beethoven' ,'born','beethoven born','when born' ,NUM,date 
 'who','sexy', 'who sexy' ,'celebrity','sexy celebrity','who celebrity' ,HUM,ind 
 'what','detective', 'what detective' ,'lives','detective lives','what lives' ,HUM,ind 
 'where','did', 'where did' ,'ukulele','did ukulele','where ukulele' ,LOC,other 
 'rotary','engines', 'rotary engines' ,'used','engines used','rotary used' ,HUM,ind 
 'who','portrayed', 'who portrayed' ,'title','portrayed title','who title' ,HUM,ind 
 'what','gulf', 'what gulf' ,'sweden','gulf sweden','what sweden' ,LOC,other 
 'who','x-man', 'who x-man' ,'die','x-man die','who die' ,HUM,ind 
 'who','president', 'who president' ,'ghana','president ghana','who ghana' ,HUM,ind 
 'what','countries', 'what countries' ,'andorra','countries andorra','what andorra' ,LOC,country 
 'long','ago', 'long ago' ,'roe','ago roe','long roe' ,NUM,period 
 'what','largest', 'what largest' ,'mountain','largest mountain','what mountain' ,LOC,mount 
 'what','size', 'what size' ,'student','size student','what student' ,NUM,other 
 'who','starred', 'who starred' ,'movie','starred movie','who movie' ,HUM,ind 
 'different','kinds', 'different kinds' ,'ice','kinds ice','different ice' ,NUM,count 
 'what','actor', 'what actor' ,'','actor ','what ' ,HUM,ind 
 'what','homelite', 'what homelite' ,'inc','homelite inc','what inc' ,LOC,other 
 'what','columbia', 'what columbia' ,'tristar','columbia tristar','what tristar' ,NUM,code 
 'where','tesla', 'where tesla' ,'born','tesla born','where born' ,LOC,other 
 'who','shot', 'who shot' ,'lee','shot lee','who lee' ,HUM,ind 
 'when','did', 'when did' ,'jaco','did jaco','when jaco' ,NUM,date 
 'what','is', 'what is' ,'common','is common','what common' ,LOC,other 
 'what','5', 'what 5' ,'tallest','5 tallest','what tallest' ,LOC,other 
 'who','portrayed', 'who portrayed' ,'renaud','portrayed renaud','who renaud' ,HUM,ind 
 'what','country', 'what country' ,'problems','country problems','what problems' ,LOC,country 
 'what','planet', 'what planet' ,'did','planet did','what did' ,LOC,other 
 'brain','cells', 'brain cells' ,'replaced','cells replaced','brain replaced' ,NUM,count 
 'did','mercury', 'did mercury' ,'spend','mercury spend','did spend' ,NUM,money 
 'what','country', 'what country' ,'contains','country contains','what contains' ,LOC,country 
 'what','is', 'what is' ,'american','is american','what american' ,NUM,count 
 'what','year', 'what year' ,'did','year did','what did' ,NUM,date 
 'when','did', 'when did' ,'americans','did americans','when americans' ,NUM,date 
 'what','famed', 'what famed' ,'clown','famed clown','what clown' ,HUM,ind 
 'people','died', 'people died' ,'when','died when','people when' ,NUM,count 
 'what','southern', 'what southern' ,'california','southern california','what california' ,LOC,city 
 'what','habitat', 'what habitat' ,'chickadee','habitat chickadee','what chickadee' ,LOC,other 
 'what','city', 'what city' ,'is','city is','what is' ,LOC,city 
 'what','average', 'what average' ,'salary','average salary','what salary' ,NUM,money 
 'where','largest', 'where largest' ,'post','largest post','where post' ,LOC,other 
 'who','currently', 'who currently' ,'popular','currently popular','who popular' ,HUM,ind 
 'endangered','species', 'endangered species' ,'world','species world','endangered world' ,NUM,count 
 'large','us', 'large us' ,'city','us city','large city' ,LOC,city 
 'who','bandleader', 'who bandleader' ,'mentor','bandleader mentor','who mentor' ,HUM,ind 
 'who','invented', 'who invented' ,'basketball','invented basketball','who basketball' ,HUM,ind 
 'when','major', 'when major' ,'eruption','major eruption','when eruption' ,NUM,date 
 'what','hockey', 'what hockey' ,'player','hockey player','what player' ,HUM,ind 
 'what','president', 'what president' ,'buried','president buried','what buried' ,HUM,ind 
 'did','barbie', 'did barbie' ,'doll','barbie doll','did doll' ,NUM,money 
 'what','country', 'what country' ,'general','country general','what general' ,LOC,country 
 'what','latitude', 'what latitude' ,'longitude','latitude longitude','what longitude' ,NUM,other 
 'head','injuries', 'head injuries' ,'recreational','injuries recreational','head recreational' ,NUM,count 
 'normal','human', 'normal human' ,'pregnancy','human pregnancy','normal pregnancy' ,NUM,count 
 'who','domesticated', 'who domesticated' ,'wild','domesticated wild','who wild' ,HUM,ind 
 'what','country', 'what country' ,'does','country does','what does' ,LOC,country 
 'what','european', 'what european' ,'countries','european countries','what countries' ,LOC,country 
 'what','helicopter', 'what helicopter' ,'pilot','helicopter pilot','what pilot' ,HUM,ind 
 'designer','shoe', 'designer shoe' ,'spawned','shoe spawned','designer spawned' ,HUM,ind 
 'who','olive', 'who olive' ,'oyl','olive oyl','who oyl' ,HUM,ind 
 'what','king', 'what king' ,'boycotted','king boycotted','what boycotted' ,HUM,ind 
 'what','nickname', 'what nickname' ,'model','nickname model','what model' ,HUM,ind 
 'where','taj', 'where taj' ,'mahal','taj mahal','where mahal' ,LOC,other 
 '139','papal', '139 papal' ,'court','papal court','139 court' ,LOC,other 
 'what','day', 'what day' ,'week','day week','what week' ,NUM,date 
 'what','capital', 'what capital' ,'built','capital built','what built' ,LOC,city 
 'what','famed', 'what famed' ,'wall','famed wall','what wall' ,LOC,other 
 'who','portrayed', 'who portrayed' ,'fatman','portrayed fatman','who fatman' ,HUM,ind 
 'where','good', 'where good' ,'science','good science','where science' ,LOC,other 
 'what','woman', 'what woman' ,'time','woman time','what time' ,HUM,ind 
 'who','wrote', 'who wrote' ,'ugly','wrote ugly','who ugly' ,HUM,ind 
 'who','designed', 'who designed' ,'london','designed london','who london' ,HUM,ind 
 'miles','tel', 'miles tel' ,'aviv','tel aviv','miles aviv' ,NUM,count 
 'flavors','ice', 'flavors ice' ,'cream','ice cream','flavors cream' ,NUM,count 
 'where','busiest', 'where busiest' ,'amtrak','busiest amtrak','where amtrak' ,LOC,other 
 'freckles','does', 'freckles does' ,'howdy','does howdy','freckles howdy' ,NUM,count 
 'who','considered', 'who considered' ,'father','considered father','who father' ,HUM,ind 
 'tall','animated', 'tall animated' ,'king','animated king','tall king' ,NUM,dist 
 'what','population', 'what population' ,'japan','population japan','what japan' ,NUM,other 
 'where','largest', 'where largest' ,'concentration','largest concentration','where concentration' ,LOC,other 
 'did','alaska', 'did alaska' ,'cost','alaska cost','did cost' ,NUM,money 
 'events','make', 'events make' ,'decathlon','make decathlon','events decathlon' ,NUM,count 
 'what','bodies', 'what bodies' ,'visited','bodies visited','what visited' ,LOC,other 
 'who','succeeded', 'who succeeded' ,'nikita','succeeded nikita','who nikita' ,HUM,ind 
 'who','chosen', 'who chosen' ,'black','chosen black','who black' ,HUM,ind 
 'lady','great', 'lady great' ,'gatsby','great gatsby','lady gatsby' ,HUM,ind 
 'bails','cricket', 'bails cricket' ,'wicket','cricket wicket','bails wicket' ,NUM,count 
 'what','city', 'what city' ,'martin','city martin','what martin' ,LOC,city 
 'what','celebrity', 'what celebrity' ,'couple','celebrity couple','what couple' ,HUM,ind 
 'where','is', 'where is' ,'bernini-bristol','is bernini-bristol','where bernini-bristol' ,LOC,other 
 'who','said', 'who said' ,'','said ','who ' ,HUM,ind 
 'what','capital', 'what capital' ,'kosovo','capital kosovo','what kosovo' ,LOC,city 
 'letters','appear', 'letters appear' ,'numbers','appear numbers','letters numbers' ,NUM,count 
 'what','cities', 'what cities' ,'population','cities population','what population' ,LOC,city 
 'what','minimum', 'what minimum' ,'wage','minimum wage','what wage' ,NUM,money 
 'what','country', 'what country' ,'biggest','country biggest','what biggest' ,LOC,country 
 'when','jimmy', 'when jimmy' ,'buffett','jimmy buffett','when buffett' ,NUM,date 
 'what','european', 'what european' ,'country','european country','what country' ,LOC,country 
 'who','1st', 'who 1st' ,'us','1st us','who us' ,HUM,ind 
 'did','varian', 'did varian' ,'associates','varian associates','did associates' ,NUM,money 
 'who','played', 'who played' ,'maria','played maria','who maria' ,HUM,ind 
 'who','bestowed', 'who bestowed' ,'great','bestowed great','who great' ,HUM,ind 
 'what','nationality', 'what nationality' ,'sicilian','nationality sicilian','what sicilian' ,LOC,country 
 'what','common', 'what common' ,'boy','common boy','what boy' ,HUM,ind 
 'who','accused', 'who accused' ,'trial','accused trial','who trial' ,HUM,ind 
 'what','oldest', 'what oldest' ,'building','oldest building','what building' ,LOC,other 
 'people','died', 'people died' ,'south','died south','people south' ,NUM,count 
 'what','president', 'what president' ,'nixon','president nixon','what nixon' ,NUM,date 
 'people','died', 'people died' ,'vietnam','died vietnam','people vietnam' ,NUM,count 
 'what','year', 'what year' ,'did','year did','what did' ,NUM,date 
 'when','ussr', 'when ussr' ,'dissolved','ussr dissolved','when dissolved' ,NUM,date 
 'what','japanese', 'what japanese' ,'city','japanese city','what city' ,LOC,city 
 'who','did', 'who did' ,'seven','did seven','who seven' ,HUM,ind 
 'what','is', 'what is' ,'actress','is actress','what actress' ,HUM,ind 
 'where','one', 'where one' ,'is','one is','where is' ,LOC,other 
 'who','did', 'who did' ,'napolean','did napolean','who napolean' ,HUM,ind 
 'what','british', 'what british' ,'prime','british prime','what prime' ,HUM,ind 
 'objects','orbit', 'objects orbit' ,'earth','orbit earth','objects earth' ,NUM,count 
 'what','is', 'what is' ,'oldest','is oldest','what oldest' ,LOC,city 
 'what','location', 'what location' ,'edinburgh','location edinburgh','what edinburgh' ,LOC,other 
 'muscles','does', 'muscles does' ,'average','does average','muscles average' ,NUM,count 
 'long','live', 'long live' ,'community','live community','long community' ,NUM,period 
 'what','titanic', 'what titanic' ,'is','titanic is','what is' ,HUM,ind 
 'heroine','in', 'heroine in' ,'','in ','heroine ' ,HUM,ind 
 'big','chappellet', 'big chappellet' ,'vineyard','chappellet vineyard','big vineyard' ,NUM,volsize 
 'jackson','pollock', 'jackson pollock' ,'native','pollock native','jackson native' ,LOC,country 
 'who','wrote', 'who wrote' ,'godfather','wrote godfather','who godfather' ,HUM,ind 
 'what','frequency', 'what frequency' ,'vhf','frequency vhf','what vhf' ,NUM,other 
 'what','island', 'what island' ,'target','island target','what target' ,LOC,other 
 'following','tv', 'following tv' ,'newsmen','tv newsmen','following newsmen' ,HUM,ind 
 'what','six-foot', 'what six-foot' ,'temperance','six-foot temperance','what temperance' ,HUM,ind 
 'islands','does', 'islands does' ,'fiji','does fiji','islands fiji' ,NUM,count 
 'who','invented', 'who invented' ,'volleyball','invented volleyball','who volleyball' ,HUM,ind 
 'what','is', 'what is' ,'powerful','is powerful','what powerful' ,LOC,country 
 'who','led', 'who led' ,'normans','led normans','who normans' ,HUM,ind 
 'what','percentage', 'what percentage' ,'world','percentage world','what world' ,NUM,perc 
 'what','is', 'what is' ,'star','is star','what star' ,HUM,ind 
 'who','invented', 'who invented' ,'horoscope','invented horoscope','who horoscope' ,HUM,ind 
 'what','king', 'what king' ,'forced','king forced','what forced' ,HUM,ind 
 'electoral','college', 'electoral college' ,'votes','college votes','electoral votes' ,NUM,count 
 'what','babe', 'what babe' ,'ruth','babe ruth','what ruth' ,HUM,ind 
 'bottles','wine', 'bottles wine' ,'prisoners','wine prisoners','bottles prisoners' ,NUM,count 
 'where','lobsters', 'where lobsters' ,'like','lobsters like','where like' ,LOC,other 
 'who','elected', 'who elected' ,'mayor','elected mayor','who mayor' ,HUM,ind 
 'when','big', 'when big' ,'thompson','big thompson','when thompson' ,NUM,date 
 'who','wrote', 'who wrote' ,'sci-fi','wrote sci-fi','who sci-fi' ,HUM,ind 
 'hours','work', 'hours work' ,'does','work does','hours does' ,NUM,count 
 'what','alice', 'what alice' ,'cooper','alice cooper','what cooper' ,HUM,ind 
 'what','cities', 'what cities' ,'usually','cities usually','what usually' ,LOC,city 
 'times','does', 'times does' ,'tide','does tide','times tide' ,NUM,count 
 'who','invented', 'who invented' ,'television','invented television','who television' ,HUM,ind 
 'person','who', 'person who' ,'burst','who burst','person burst' ,HUM,ind 
 'what','us', 'what us' ,'vice-president','us vice-president','what vice-president' ,HUM,ind 
 'what','is', 'what is' ,'fahrenheit','is fahrenheit','what fahrenheit' ,NUM,temp 
 'muscles','does', 'muscles does' ,'oyster','does oyster','muscles oyster' ,NUM,count 
 'who','wrote', 'who wrote' ,'','wrote ','who ' ,HUM,ind 
 'where','i', 'where i' ,'information','i information','where information' ,LOC,other 
 'what','louisiana', 'what louisiana' ,'senator','louisiana senator','what senator' ,HUM,ind 
 'who','won', 'who won' ,'oscars','won oscars','who oscars' ,HUM,ind 
 'what','writer', 'what writer' ,'famous','writer famous','what famous' ,HUM,ind 
 'who','is', 'who is' ,'lead','is lead','who lead' ,HUM,ind 
 'dana','is', 'dana is' ,'','is ','dana ' ,HUM,ind 
 'who','plays', 'who plays' ,'cop','plays cop','who cop' ,HUM,ind 
 'characters','makes', 'characters makes' ,'word','makes word','characters word' ,NUM,count 
 'what','1940', 'what 1940' ,'annual','1940 annual','what annual' ,NUM,money 
 'who','created', 'who created' ,'billy','created billy','who billy' ,HUM,ind 
 'what','country', 'what country' ,'saw','country saw','what saw' ,LOC,country 
 'who','richest', 'who richest' ,'woman','richest woman','who woman' ,HUM,ind 
 'where','i', 'where i' ,'test','i test','where test' ,LOC,other 
 'what','lake', 'what lake' ,'scotland','lake scotland','what scotland' ,LOC,other 
 'who','1974', 'who 1974' ,'oscar','1974 oscar','who oscar' ,HUM,ind 
 'who','wrote', 'who wrote' ,'book','wrote book','who book' ,HUM,ind 
 'who','use', 'who use' ,'heimlich','use heimlich','who heimlich' ,HUM,ind 
 'what','famed', 'what famed' ,'library','famed library','what library' ,LOC,other 
 'where','i', 'where i' ,'complete','i complete','where complete' ,LOC,other 
 'where','is', 'where is' ,'montenegro','is montenegro','where montenegro' ,LOC,other 
 'what','north', 'what north' ,'american','north american','what american' ,LOC,city 
 'what','radio', 'what radio' ,'','radio ','what ' ,HUM,ind 
 'where','planned', 'where planned' ,'berth','planned berth','where berth' ,LOC,other 
 'what','maurizio', 'what maurizio' ,'pellegrin','maurizio pellegrin','what pellegrin' ,NUM,period 
 'thousands','students', 'thousands students' ,'attend','students attend','thousands attend' ,NUM,count 
 'us','senate', 'us senate' ,'majority','senate majority','us majority' ,HUM,ind 
 'what','female', 'what female' ,'suspect','female suspect','what suspect' ,HUM,ind 
 'who','owns', 'who owns' ,'cnn','owns cnn','who cnn' ,HUM,ind 
 'americans','unaccounted', 'americans unaccounted' ,'vietnam','unaccounted vietnam','americans vietnam' ,NUM,count 
 'what','chemical', 'what chemical' ,'reactivity','chemical reactivity','what reactivity' ,NUM,other 
 'what','oldest', 'what oldest' ,'website','oldest website','what website' ,LOC,other 
 'what','member', 'what member' ,'little','member little','what little' ,HUM,ind 
 'what','country', 'what country' ,'visiting','country visiting','what visiting' ,LOC,country 
 'what','attorney-general', 'what attorney-general' ,'ordered','attorney-general ordered','what ordered' ,HUM,ind 
 'what','capital', 'what capital' ,'congo','capital congo','what congo' ,LOC,city 
 'what','country', 'what country' ,'starts','country starts','what starts' ,LOC,country 
 'what','countries', 'what countries' ,'earn','countries earn','what earn' ,LOC,country 
 'city','china', 'city china' ,'largest','china largest','city largest' ,LOC,city 
 'when','oscars', 'when oscars' ,'academy','oscars academy','when academy' ,NUM,date 
 'who','prophet', 'who prophet' ,'jewish','prophet jewish','who jewish' ,HUM,ind 
 'what','common', 'what common' ,'name','common name','what name' ,HUM,ind 
 'who','oldest', 'who oldest' ,'us','oldest us','who us' ,HUM,ind 
 'when','dubai', 'when dubai' ,'is','dubai is','when is' ,NUM,date 
 'who','prophet', 'who prophet' ,'religion','prophet religion','who religion' ,HUM,ind 
 'who','portrayed', 'who portrayed' ,'maggio','portrayed maggio','who maggio' ,HUM,ind 
 'where','zebras', 'where zebras' ,'likely','zebras likely','where likely' ,LOC,other 
 'what','odds', 'what odds' ,'giving','odds giving','what giving' ,NUM,perc 
 'what','best', 'what best' ,'place','best place','what place' ,LOC,other 
 'cartoon','genie', 'cartoon genie' ,'conjured','genie conjured','cartoon conjured' ,HUM,ind 
 'what','money', 'what money' ,'owed','money owed','what owed' ,NUM,money 
 'what','web', 'what web' ,'address','web address','what address' ,LOC,other 
 'big','largest', 'big largest' ,'diamond','largest diamond','big diamond' ,NUM,volsize 
 'when','did', 'when did' ,'original','did original','when original' ,NUM,date 
 'who','bald', 'who bald' ,'us','bald us','who us' ,HUM,ind 
 'member','charlie', 'member charlie' ,'is','charlie is','member is' ,HUM,ind 
 'what','river', 'what river' ,'flows','river flows','what flows' ,LOC,other 
 'what','comedian', 'what comedian' ,'perfect','comedian perfect','what perfect' ,HUM,ind 
 'where','information', 'where information' ,'queensland','information queensland','where queensland' ,LOC,other 
 'who','loved', 'who loved' ,'flash','loved flash','who flash' ,HUM,ind 
 'where','i', 'where i' ,'information','i information','where information' ,LOC,other 
 'inches','feet', 'inches feet' ,'tom','feet tom','inches tom' ,NUM,count 
